ID,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,Marcas
110,grouped,AJ-HUB2KIT4G-DP-PHOD-B,,"Kit Ajax HUB 2 4G - Negro (Personalizable)",1,1,visible,"Incluye: Hub 2 4G, Teclado KeyPad Plus, Sirena interior HomeSiren, 2× MotionCam PhOD, 1× DoorProtect Plus, 1× Mando SpaceControl. Disponible en Negro.","<h2>Kit Completo de Seguridad Inteligente Ajax - Modelo Negro</h2>
\n 	<li><strong>Sirenas</strong>: Suma o resta HomeSiren (±74€/unidad)</li>
\n</ul>
\n<h4>🔧 Añade Componentes Opcionales:</h4>
\n<ul>
\n 	<li><strong>Detector de humo/CO</strong>: FireProtect 2 HSC (+180€)</li>
\n 	<li><strong>Detector de inundación</strong>: LeaksProtect (+65€)</li>
\n 	<li><strong>Detector de movimiento</strong>: MotionProtect Plus (+105€)</li>
\n 	<li><strong>Detector combo</strong>: CombiProtect movimiento+cristal (+110€)</li>
\n 	<li><strong>Detector de cristal</strong>: GlassProtect (+80€)</li>
\n 	<li><strong>Fotodetector exterior</strong>: MotionCam Outdoor PhOD (+380€)</li>
\n 	<li><strong>Llaves NFC</strong>: Ajax Pass (+6€/unidad)</li>
\n 	<li><strong>Tags NFC</strong>: Pack 10 unidades (+67€)</li>
\n</ul>
\n<h3>✅ Características del Sistema:</h3>
\n<ul>
\n 	<li>✓ Comunicación cifrada con protocolo Jeweller (hasta 2000m de alcance)</li>
\n 	<li>✓ Control total desde smartphone (iOS/Android)</li>
\n 	<li>✓ Notificaciones instantáneas con fotos de verificación</li>
\n 	<li>✓ Baterías de larga duración (hasta 5 años)</li>
\n 	<li>✓ Instalación sencilla sin cables</li>
\n 	<li>✓ Diseño elegante y discreto</li>
\n 	<li>✓ Compatible con hasta 100 dispositivos (200 con HUB 2 Plus)</li>
\n 	<li>✓ Certificado con grados de seguridad europeos</li>
\n</ul>
\n<h3>📱 Gestión Inteligente:</h3>
\n<ul>
\n 	<li>App Ajax gratuita para iOS y Android</li>
\n 	<li>Control de acceso para múltiples usuarios</li>
\n 	<li>Historial de eventos detallado</li>
\n 	<li>Escenarios de automatización personalizables</li>
\n 	<li>Integración con Centrales Receptoras de Alarmas (CRA)</li>
\n</ul>
\n<em>Nota: El HUB es obligatorio y no puede eliminarse del kit. Los demás componentes pueden ajustarse según necesidad.</em>",,,taxable,,1,,,0,0,2.5,35,30,15,1,,,,Kits,,,"https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-HUB2KIT4G-DP-PHOD-B-300x300-1.webp, https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/starter-kit-negro-ajax-con-camaras-hub-2-plus-home-siren-door-protect-motionprotect-space-control-1.png",,,,"AJ-HUB2-4G-B, AJ-HUB2PLUS-B, AJ-KEYPAD-B, AJ-MOTIONCAM-PHOD-B, AJ-DOORPROTECTPLUS-B, AJ-SPACECONTROL-B, AJ-HOMESIREN-B, AJ-MOTIONCAMOUTDOOR-PHOD-B, AJ-LEAKSPROTECT-B, AJ-MOTIONPROTECTPLUS-B, AJ-COMBIPROTECT-B, AJ-GLASSPROTECT-B, AJ-PASS-B, 10XAJ-TAG-B, AJ-FIREPROTECT2-HSC-SB-B","AJ-HUB2PLUS-W, AJ-HUB2PLUS-B","AJ-KEYPAD-B, AJ-KEYPAD-W, AJ-KEYPADPLUS-B, AJ-KEYPADPLUS-W, AJ-HOMESIREN-W, AJ-HOMESIREN-B, AJ-SPACECONTROL-W, AJ-SPACECONTROL-B, AJ-DOORPROTECTPLUS-W, AJ-DOORPROTECTPLUS-B, AJ-MOTIONCAM-PHOD-W, AJ-MOTIONCAM-PHOD-B, AJ-MOTIONCAMOUTDOOR-PHOD-W, AJ-MOTIONCAMOUTDOOR-PHOD-B, AJ-LEAKSPROTECT-W, AJ-LEAKSPROTECT-B, AJ-MOTIONPROTECTPLUS-W, AJ-COMBIPROTECT-B, AJ-COMBIPROTECT-W, AJ-GLASSPROTECT-W, AJ-GLASSPROTECT-B, AJ-FIREPROTECT2-HSC-SB-B, AJ-FIREPROTECT2-HSC-SB-W, AJ-PASS-B, AJ-PASS-W, 10XAJ-TAG-W, 10XAJ-TAG-B",,,0,
111,grouped,AJ-HUB2KIT4G-DP-PHOD-W,,"Kit Ajax HUB 2 4G - Blanco (Personalizable)",1,1,visible,"Incluye: Hub 2 4G, Teclado KeyPad Plus, Sirena interior HomeSiren, 2× MotionCam PhOD, 1× DoorProtect Plus, 1× Mando SpaceControl. Disponible en Blanco.","<h2>Kit Completo de Seguridad Inteligente Ajax - Modelo Blanco</h2>
\n<strong>El kit perfecto para iniciar tu sistema de seguridad inteligente</strong>. Este kit incluye todos los componentes esenciales para proteger tu hogar o negocio pequeño, con la posibilidad de personalizarlo según tus necesidades.
\n<h3>📦 Componentes Incluidos:</h3>
\n<ul>
\n 	<li><strong>1x Ajax HUB 2 4G Blanco</strong> - Central de alarma con comunicación 4G (valor: 350€)</li>
\n 	<li><strong>2x Ajax MotionCam PhOD Blanco</strong> - Detectores de movimiento con cámara de verificación fotográfica (valor: 376€)</li>
\n 	<li><strong>1x Ajax KeyPad Plus Blanco</strong> - Teclado táctil de control con código PIN y lector NFC (valor: 140€)</li>
\n 	<li><strong>1x Ajax DoorProtect Plus Blanco</strong> - Contacto magnético con sensor de vibración (valor: 70€)</li>
\n 	<li><strong>1x Ajax SpaceControl Blanco</strong> - Mando a distancia con botón SOS (valor: 38€)</li>
\n 	<li><strong>1x Ajax HomeSiren Blanco</strong> - Sirena interior 105 dB (valor: 74€)</li>
\n</ul>
\n<h3>⚙️ Personaliza tu Kit:</h3>
\nEste kit base puede ajustarse completamente a tus necesidades:
\n<h4>🔝 Mejora tu HUB:</h4>
\n<ul>
\n 	<li><strong>Ajax HUB 2 Plus Blanco</strong>: Actualización disponible por <strong>+100€</strong>
\nOfrece doble capacidad (200 dispositivos vs 100), comunicación redundante y mayor potencia de procesamiento.</li>
\n</ul>
\n<h4>🔢 Ajusta la cantidad de cada componente:</h4>
\n<ul>
\n 	<li><strong>Teclados</strong>: Añade o elimina (±125€/unidad) o mejora a KeyPad Plus con NFC (+140€)</li>
\n 	<li><strong>Fotodetectores</strong>: Añade o quita MotionCam PhOD (±188€/unidad)</li>
\n 	<li><strong>Contactos magnéticos</strong>: Ajusta DoorProtect Plus (±70€/unidad)</li>
\n 	<li><strong>Mandos</strong>: Modifica SpaceControl (±38€/unidad)</li>
\n 	<li><strong>Sirenas</strong>: Suma o resta HomeSiren (±74€/unidad)</li>
\n</ul>
\n<h4>🔧 Añade Componentes Opcionales:</h4>
\n<ul>
\n 	<li><strong>Detector de humo/CO</strong>: FireProtect 2 HSC (+180€)</li>
\n 	<li><strong>Detector de inundación</strong>: LeaksProtect (+65€)</li>
\n 	<li><strong>Detector de movimiento</strong>: MotionProtect Plus (+105€)</li>
\n 	<li><strong>Detector combo</strong>: CombiProtect movimiento+cristal (+110€)</li>
\n 	<li><strong>Detector de cristal</strong>: GlassProtect (+80€)</li>
\n 	<li><strong>Fotodetector exterior</strong>: MotionCam Outdoor PhOD (+380€)</li>
\n 	<li><strong>Llaves NFC</strong>: Ajax Pass (+6€/unidad)</li>
\n 	<li><strong>Tags NFC</strong>: Pack 10 unidades (+67€)</li>
\n</ul>
\n<h3>✅ Características del Sistema:</h3>
\n<ul>
\n 	<li>✓ Comunicación cifrada con protocolo Jeweller (hasta 2000m de alcance)</li>
\n 	<li>✓ Control total desde smartphone (iOS/Android)</li>
\n 	<li>✓ Notificaciones instantáneas con fotos de verificación</li>
\n 	<li>✓ Baterías de larga duración (hasta 5 años)</li>
\n 	<li>✓ Instalación sencilla sin cables</li>
\n 	<li>✓ Diseño elegante y discreto</li>
\n 	<li>✓ Compatible con hasta 100 dispositivos (200 con HUB 2 Plus)</li>
\n 	<li>✓ Certificado con grados de seguridad europeos</li>
\n</ul>
\n<h3>📱 Gestión Inteligente:</h3>
\n<ul>
\n 	<li>App Ajax gratuita para iOS y Android</li>
\n 	<li>Control de acceso para múltiples usuarios</li>
\n 	<li>Historial de eventos detallado</li>
\n 	<li>Escenarios de automatización personalizables</li>
\n 	<li>Integración con Centrales Receptoras de Alarmas (CRA)</li>
\n</ul>
\n<em>Nota: El HUB es obligatorio y no puede eliminarse del kit. Los demás componentes pueden ajustarse según necesidad.</em>",,,taxable,,1,,,0,0,2.5,35,30,15,1,,,,Kits,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-HUB2KIT4G-DP-PHOD-W.webp,,,,"AJ-HUB2-4G-W, AJ-HUB2PLUS-W, AJ-KEYPAD-W, AJ-MOTIONCAM-PHOD-W, AJ-DOORPROTECTPLUS-W, AJ-SPACECONTROL-W, AJ-HOMESIREN-W, AJ-MOTIONCAMOUTDOOR-PHOD-W, AJ-LEAKSPROTECT-W, AJ-MOTIONPROTECTPLUS-W, AJ-COMBIPROTECT-W, AJ-GLASSPROTECT-W, AJ-PASS-W, 10XAJ-TAG-W, AJ-FIREPROTECT2-HSC-SB-W","AJ-HUB2-4G-W, AJ-KEYPADPLUS-W","AJ-KEYPAD-B, AJ-KEYPAD-W, AJ-KEYPADPLUS-B, AJ-KEYPADPLUS-W, AJ-HOMESIREN-W, AJ-HOMESIREN-B, AJ-SPACECONTROL-W, AJ-SPACECONTROL-B, AJ-DOORPROTECTPLUS-W, AJ-DOORPROTECTPLUS-B, AJ-MOTIONCAM-PHOD-W, AJ-MOTIONCAM-PHOD-B, AJ-MOTIONCAMOUTDOOR-PHOD-W, AJ-MOTIONCAMOUTDOOR-PHOD-B, AJ-LEAKSPROTECT-W, AJ-LEAKSPROTECT-B, AJ-MOTIONPROTECTPLUS-W, AJ-COMBIPROTECT-B, AJ-COMBIPROTECT-W, AJ-GLASSPROTECT-W, AJ-GLASSPROTECT-B, AJ-FIREPROTECT2-HSC-SB-B, AJ-FIREPROTECT2-HSC-SB-W, AJ-PASS-B, AJ-PASS-W, 10XAJ-TAG-W, 10XAJ-TAG-B",,,0,
112,simple,AJ-HUB2-4G-W,,"Ajax Hub 2 4G Blanco",1,0,visible,"Central de alarma Ajax Hub 2 4G en blanco. Gestiona hasta 100 dispositivos con conectividad 4G/2G integrada y Ethernet. Incluye 2 años de conectividad celular gratuita. Ideal para viviendas y negocios.","<h2>Ajax Hub 2 4G - Central de Alarma Inteligente (Blanco)</h2>
\nEl <strong>Hub 2 4G</strong> es el cerebro del sistema de seguridad Ajax. Esta central inalámbrica gestiona hasta 100 dispositivos y garantiza una comunicación fiable gracias a su conectividad 4G/2G integrada más Ethernet como respaldo.
\n<h3>✨ Características Principales:</h3>
\n<ul>
\n 	<li><strong>Conectividad 4G/2G</strong>: Comunicación celular integrada, sin depender solo del WiFi</li>
\n 	<li><strong>Ethernet de respaldo</strong>: Conexión por cable para mayor fiabilidad</li>
\n 	<li><strong>Hasta 100 dispositivos</strong>: Conecta detectores, sirenas, mandos y más</li>
\n 	<li><strong>Hasta 50 usuarios</strong>: Control de acceso multinivel</li>
\n 	<li><strong>Radio Jeweller</strong>: Alcance de hasta 2000m en campo abierto</li>
\n 	<li><strong>Notificaciones instantáneas</strong>: Alertas en 0.15 segundos</li>
\n 	<li><strong>Gestión remota</strong>: Control total desde app móvil</li>
\n 	<li><strong>Alimentación híbrida</strong>: Red eléctrica + batería de respaldo</li>
\n</ul>
\n<h3>🔐 Seguridad Avanzada:</h3>
\n<ul>
\n 	<li>Comunicación cifrada de 128 bits</li>
\n 	<li>Autenticación de dispositivos</li>
\n 	<li>Detección de inhibición de señal</li>
\n 	<li>Protección antisabotaje</li>
\n 	<li>Certificado según EN 50131 Grade 2</li>
\n</ul>
\n<h3>📱 Conectividad y Control:</h3>
\n<ul>
\n 	<li>Apps gratuitas para iOS y Android</li>
\n 	<li>Conexión con Centrales Receptoras de Alarmas (CRA)</li>
\n 	<li>Integración con sistemas de terceros vía API</li>
\n 	<li>Escenarios y automatizaciones personalizables</li>
\n 	<li>Historial de eventos de 2.000 registros</li>
\n</ul>
\n<h3>📊 Especificaciones Técnicas:</h3>
\n<ul>
\n 	<li><strong>Frecuencia radio</strong>: 868.0-868.6 MHz (Jeweller), 868.7-869.2 MHz (Wings)</li>
\n 	<li><strong>Alcance radio</strong>: Hasta 2000m (sin obstáculos)</li>
\n 	<li><strong>Conectividad</strong>: 4G (LTE Cat.M1), 2G (GPRS), Ethernet 10/100 Mbps</li>
\n 	<li><strong>Alimentación</strong>: 110-240V AC, batería respaldo incluida</li>
\n 	<li><strong>Autonomía batería</strong>: Hasta 15 horas</li>
\n 	<li><strong>Temperatura operación</strong>: 0°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 163 × 163 × 36 mm</li>
\n 	<li><strong>Peso</strong>: 400g</li>
\n</ul>
\n<h3>📦 Contenido del Paquete:</h3>
\n<ul>
\n 	<li>Hub 2 4G</li>
\n 	<li>Batería de respaldo</li>
\n 	<li>Adaptador de corriente</li>
\n 	<li>Cable Ethernet (1.5m)</li>
\n 	<li>Kit de montaje</li>
\n 	<li>Guía de instalación rápida</li>
\n 	<li>Tarjeta SIM integrada (2 años gratis de conectividad)</li>
\n</ul>
\n<em>Nota: Este producto es la central incluida por defecto en los kits Ajax. Para uso independiente, requiere configuración profesional.</em>",,,taxable,,1,,,0,0,0.4,16.3,16.3,3.6,1,,,350,Hubs,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-HUB2-4G-W.webp,,,,,,,,,0,
113,simple,AJ-HUB2-4G-B,,"Ajax Hub 2 4G Negro",1,0,visible,"Central de alarma Ajax Hub 2 4G en negro. Gestiona hasta 100 dispositivos con conectividad 4G/2G integrada y Ethernet. Incluye 2 años de conectividad celular gratuita. Ideal para viviendas y negocios.","<h2>Ajax Hub 2 4G - Central de Alarma Inteligente (Negro)</h2>
\nEl <strong>Hub 2 4G</strong> es el cerebro del sistema de seguridad Ajax. Esta central inalámbrica gestiona hasta 100 dispositivos y garantiza una comunicación fiable gracias a su conectividad 4G/2G integrada más Ethernet como respaldo.
\n<h3>✨ Características Principales:</h3>
\n<ul>
\n 	<li><strong>Conectividad 4G/2G</strong>: Comunicación celular integrada, sin depender solo del WiFi</li>
\n 	<li><strong>Ethernet de respaldo</strong>: Conexión por cable para mayor fiabilidad</li>
\n 	<li><strong>Hasta 100 dispositivos</strong>: Conecta detectores, sirenas, mandos y más</li>
\n 	<li><strong>Hasta 50 usuarios</strong>: Control de acceso multinivel</li>
\n 	<li><strong>Radio Jeweller</strong>: Alcance de hasta 2000m en campo abierto</li>
\n 	<li><strong>Notificaciones instantáneas</strong>: Alertas en 0.15 segundos</li>
\n 	<li><strong>Gestión remota</strong>: Control total desde app móvil</li>
\n 	<li><strong>Alimentación híbrida</strong>: Red eléctrica + batería de respaldo</li>
\n</ul>
\n<h3>🔐 Seguridad Avanzada:</h3>
\n<ul>
\n 	<li>Comunicación cifrada de 128 bits</li>
\n 	<li>Autenticación de dispositivos</li>
\n 	<li>Detección de inhibición de señal</li>
\n 	<li>Protección antisabotaje</li>
\n 	<li>Certificado según EN 50131 Grade 2</li>
\n</ul>
\n<h3>📱 Conectividad y Control:</h3>
\n<ul>
\n 	<li>Apps gratuitas para iOS y Android</li>
\n 	<li>Conexión con Centrales Receptoras de Alarmas (CRA)</li>
\n 	<li>Integración con sistemas de terceros vía API</li>
\n 	<li>Escenarios y automatizaciones personalizables</li>
\n 	<li>Historial de eventos de 2.000 registros</li>
\n</ul>
\n<h3>📊 Especificaciones Técnicas:</h3>
\n<ul>
\n 	<li><strong>Frecuencia radio</strong>: 868.0-868.6 MHz (Jeweller), 868.7-869.2 MHz (Wings)</li>
\n 	<li><strong>Alcance radio</strong>: Hasta 2000m (sin obstáculos)</li>
\n 	<li><strong>Conectividad</strong>: 4G (LTE Cat.M1), 2G (GPRS), Ethernet 10/100 Mbps</li>
\n 	<li><strong>Alimentación</strong>: 110-240V AC, batería respaldo incluida</li>
\n 	<li><strong>Autonomía batería</strong>: Hasta 15 horas</li>
\n 	<li><strong>Temperatura operación</strong>: 0°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 163 × 163 × 36 mm</li>
\n 	<li><strong>Peso</strong>: 400g</li>
\n</ul>
\n<h3>📦 Contenido del Paquete:</h3>
\n<ul>
\n 	<li>Hub 2 4G</li>
\n 	<li>Batería de respaldo</li>
\n 	<li>Adaptador de corriente</li>
\n 	<li>Cable Ethernet (1.5m)</li>
\n 	<li>Kit de montaje</li>
\n 	<li>Guía de instalación rápida</li>
\n 	<li>Tarjeta SIM integrada (2 años gratis de conectividad)</li>
\n</ul>
\n<em>Nota: Este producto es la central incluida por defecto en los kits Ajax. Para uso independiente, requiere configuración profesional.</em>",,,taxable,,1,,,0,0,0.4,16.3,16.3,3.6,1,,,350,Hubs,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-HUB2-4G-B.jpg,,,,,,,,,0,
114,simple,AJ-HUB2PLUS-W,,"Hub 2 Plus Blanco",1,0,visible,"Central premium Ajax Hub 2 Plus en blanco. Doble capacidad: hasta 200 dispositivos y usuarios. Comunicación redundante con 2 SIM 4G/2G. Procesador más potente. Actualización de +100€ sobre Hub 2 estándar.","<h2>Ajax Hub 2 Plus - Central Premium (Blanco)</h2>
\nEl <strong>Hub 2 Plus</strong> es la versión mejorada de la central Ajax. Ofrece el doble de capacidad y funciones avanzadas para instalaciones más exigentes.
\n<h3>🚀 Ventajas sobre Hub 2 estándar:</h3>
\n<ul>
\n 	<li><strong>Doble capacidad</strong>: Hasta 200 dispositivos (vs 100)</li>
\n 	<li><strong>Más usuarios</strong>: Hasta 200 usuarios (vs 50)</li>
\n 	<li><strong>Doble comunicación</strong>: 2 tarjetas SIM para redundancia</li>
\n 	<li><strong>Mayor potencia</strong>: Procesador más rápido</li>
\n 	<li><strong>Precio actualización</strong>: Solo +100€ respecto al Hub 2</li>
\n</ul>
\n<h3>✨ Características Principales:</h3>
\n<ul>
\n 	<li><strong>Conectividad dual 4G/2G</strong>: Dos tarjetas SIM independientes</li>
\n 	<li><strong>Ethernet de respaldo</strong>: Conexión por cable adicional</li>
\n 	<li><strong>Hasta 200 dispositivos</strong>: Ideal para grandes instalaciones</li>
\n 	<li><strong>Hasta 200 usuarios</strong>: Control de acceso avanzado</li>
\n 	<li><strong>Radio Jeweller</strong>: Alcance de hasta 2000m</li>
\n 	<li><strong>Gestión completa</strong>: Desde app móvil y web</li>
\n</ul>
\n<h3>🔐 Seguridad Profesional:</h3>
\n<ul>
\n 	<li>Comunicación cifrada AES de 128 bits</li>
\n 	<li>Autenticación de dispositivos</li>
\n 	<li>Detección de inhibición y sabotaje</li>
\n 	<li>Certificado EN 50131 Grade 2</li>
\n 	<li>Compatible con CRA profesionales</li>
\n</ul>
\n<h3>📊 Especificaciones Técnicas:</h3>
\n<ul>
\n 	<li><strong>Dispositivos</strong>: Hasta 200</li>
\n 	<li><strong>Usuarios</strong>: Hasta 200</li>
\n 	<li><strong>Frecuencia radio</strong>: 868 MHz (Jeweller + Wings)</li>
\n 	<li><strong>Alcance radio</strong>: Hasta 2000m sin obstáculos</li>
\n 	<li><strong>Conectividad</strong>: 2× 4G/2G + Ethernet 10/100 Mbps</li>
\n 	<li><strong>Alimentación</strong>: 110-240V AC + batería respaldo</li>
\n 	<li><strong>Autonomía batería</strong>: Hasta 15 horas</li>
\n 	<li><strong>Temperatura</strong>: 0°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 163 × 163 × 36 mm</li>
\n 	<li><strong>Peso</strong>: 430g</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>Hub 2 Plus</li>
\n 	<li>Batería de respaldo</li>
\n 	<li>Adaptador de corriente</li>
\n 	<li>Cable Ethernet</li>
\n 	<li>Kit de montaje</li>
\n 	<li>2 tarjetas SIM integradas</li>
\n 	<li>Guía de instalación</li>
\n</ul>
\n<em>Ideal para viviendas grandes, oficinas, comercios y edificios que requieren más de 100 dispositivos.</em>",,,taxable,,1,,,0,0,0.43,16.3,16.3,3.6,1,,,450,Hubs,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-HUB2PLUS-W.avif,,,,,,,,,0,
115,simple,AJ-HUB2PLUS-B,,"Hub 2 Plus Negro",1,0,visible,"Central premium Ajax Hub 2 Plus en negro. Doble capacidad: hasta 200 dispositivos y usuarios. Comunicación redundante con 2 SIM 4G/2G. Procesador más potente. Actualización de +100€ sobre Hub 2 estándar.","<h2>Ajax Hub 2 Plus - Central Premium (Negro)</h2>
\nEl <strong>Hub 2 Plus</strong> es la versión mejorada de la central Ajax. Ofrece el doble de capacidad y funciones avanzadas para instalaciones más exigentes.
\n<h3>🚀 Ventajas sobre Hub 2 estándar:</h3>
\n<ul>
\n 	<li><strong>Doble capacidad</strong>: Hasta 200 dispositivos (vs 100)</li>
\n 	<li><strong>Más usuarios</strong>: Hasta 200 usuarios (vs 50)</li>
\n 	<li><strong>Doble comunicación</strong>: 2 tarjetas SIM para redundancia</li>
\n 	<li><strong>Mayor potencia</strong>: Procesador más rápido</li>
\n 	<li><strong>Precio actualización</strong>: Solo +100€ respecto al Hub 2</li>
\n</ul>
\n<h3>✨ Características Principales:</h3>
\n<ul>
\n 	<li><strong>Conectividad dual 4G/2G</strong>: Dos tarjetas SIM independientes</li>
\n 	<li><strong>Ethernet de respaldo</strong>: Conexión por cable adicional</li>
\n 	<li><strong>Hasta 200 dispositivos</strong>: Ideal para grandes instalaciones</li>
\n 	<li><strong>Hasta 200 usuarios</strong>: Control de acceso avanzado</li>
\n 	<li><strong>Radio Jeweller</strong>: Alcance de hasta 2000m</li>
\n 	<li><strong>Gestión completa</strong>: Desde app móvil y web</li>
\n</ul>
\n<h3>🔐 Seguridad Profesional:</h3>
\n<ul>
\n 	<li>Comunicación cifrada AES de 128 bits</li>
\n 	<li>Autenticación de dispositivos</li>
\n 	<li>Detección de inhibición y sabotaje</li>
\n 	<li>Certificado EN 50131 Grade 2</li>
\n 	<li>Compatible con CRA profesionales</li>
\n</ul>
\n<h3>📊 Especificaciones Técnicas:</h3>
\n<ul>
\n 	<li><strong>Dispositivos</strong>: Hasta 200</li>
\n 	<li><strong>Usuarios</strong>: Hasta 200</li>
\n 	<li><strong>Frecuencia radio</strong>: 868 MHz (Jeweller + Wings)</li>
\n 	<li><strong>Alcance radio</strong>: Hasta 2000m sin obstáculos</li>
\n 	<li><strong>Conectividad</strong>: 2× 4G/2G + Ethernet 10/100 Mbps</li>
\n 	<li><strong>Alimentación</strong>: 110-240V AC + batería respaldo</li>
\n 	<li><strong>Autonomía batería</strong>: Hasta 15 horas</li>
\n 	<li><strong>Temperatura</strong>: 0°C a +50°C</li>
\n 	<li><strong>Dimensiones</strong>: 163 × 163 × 36 mm</li>
\n 	<li><strong>Peso</strong>: 430g</li>
\n</ul>
\n<h3>📦 Contenido:</h3>
\n<ul>
\n 	<li>Hub 2 Plus</li>
\n 	<li>Batería de respaldo</li>
\n 	<li>Adaptador de corriente</li>
\n 	<li>Cable Ethernet</li>
\n 	<li>Kit de montaje</li>
\n 	<li>2 tarjetas SIM integradas</li>
\n 	<li>Guía de instalación</li>
\n</ul>
\n<em>Ideal para viviendas grandes, oficinas, comercios y edificios que requieren más de 100 dispositivos.</em>",,,taxable,,1,,,0,0,0.43,16.3,16.3,3.6,1,,,450,Hubs,,,https://desarrollo.laalarmainteligente.es/wp-content/uploads/2025/11/AJ-HUB2PLUS-B.webp,,,,,,,,,0,
116,simple,AJ-KEYPAD-B,,"Teclado estándar Negro",1,0,visible,"Teclado táctil inalámbrico Ajax en negro. Hasta 99 códigos PIN, vidrio templado, LED multicolor. Batería 4.5 años. Alcance 1700m. Montaje SmartBracket sin herramientas.","<h2>Ajax KeyPad - Teclado Táctil (Negro)</h2>
\nTeclado inalámbrico táctil para controlar el sistema de seguridad Ajax. Permite armar y desarmar el sistema mediante códigos PIN personalizados.
\n<h3>✨ Características:</h3>
\n<ul>
\n 	<li><strong>Hasta 99 códigos PIN</strong>: Usuarios independientes con permisos personalizables</li>
\n 	<li><strong>Teclado táctil</strong>: Superficie lisa de vidrio templado</li>
